sentence_id,sentence,source_title,year,venue,citation_count,fields,climate_score,entities,relations,annotated
s0033_00303,"We anticipate RAFFFTS will be a valuable tool for identifying locations at risk of chronic flooding under SLR, complementing existing tools for identifying changes in less frequent episodic floods.",The Global Drivers of Chronic Coastal Flood Hazards Under Sea‐Level Rise,2023.0,Earth's Future,14,"Environmental Science, Geography",1,,,False
s0373_03415,"However, studies investigating the impacts of these pressures on population trends often do not consider potential interactions between climate and landuse change.","Vertebrate population trends are influenced by interactions between land use, climatic position, habitat loss and climate change",2021.0,Global Change Biology,53,"Medicine, Environmental Science, Biology",1,,,False
s0310_02794,"It does not strongly affect the global-mean vertical distribution of \Delta  OHC, which is dominated by the Southern Ocean.",Greenhouse-gas forced changes in the Atlantic meridional overturning circulation and related worldwide sea-level change,2022.0,Climate Dynamics,18,Environmental Science,1,,,False
s0050_00438,"In this study, we combined coastal storm surge modeling and economic analysis to evaluate the role of natural habitats in coastal flood protection.",Valuing natural habitats for enhancing coastal resilience: Wetlands reduce property damage from storm surge and sea level rise,2020.0,PLoS ONE,53,"Environmental Science, Medicine, Environmental Science",1,,,False
s0113_00966,We estimate that summer flows are projected to increase by between 5.6% and 19.8% due to increased temperatures of between 0.7 and 2.6 °C over the period 20392070.,Differentiating Snow and Glacier Melt Contribution to Runoff in the Gilgit River Basin via Degree-Day Modelling Approach,2020.0,Atmosphere,49,"Environmental Science, Environmental Science, Geography",1,,,False
s0256_02316,We used a process-based ecohydrological model to project these predictor variables and resulting R&R indicators for two future climate scenarios and 20 climate models.,"Declining ecological resilience and invasion resistance under climate change in the sagebrush region, United States.",2024.0,Ecological Applications,2,"Medicine, Environmental Science",1,,,False
s0550_05009,"Finally, we update global estimates of carbon fluxes with the most current values of fluxes and global mangrove area.","Deconstructing the mangrove carbon cycle: Gains, transformation, and losses",2024.0,Ecosphere,44,Environmental Science,1,,,False
s0228_02053,"To advance our capacity to scale and maximize the efficiency of restoration initiatives, we examined how abiotic conditions (i.e. larval rearing temperature, substrate condition, light intensity, and flow rate) interact to enhance post-settlement survival and growth of sexually propagated juvenile Montipora capitata.","Coral husbandry for ocean futures: leveraging abiotic factors to increase survivorship, growth, and resilience in juvenile Montipora capitata",2021.0,Marine Ecology Progress Series,29,"Biology, Environmental Science, Biology",1,,,False
s0342_03102,Water vapour as a greenhouse gas Water vapour is the dominant greenhouse gas and accounts for around 75% of the total greenhouse effect on Earth (Kondratev 1972).,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0342_03088,"As with most climate data sets, great caution should be exercised in trying to identify trends in precipitation (e.g. Allan and Soden 2007).",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0159_01388,Forest-fragmentation-related edge effects are one of the major causes of forest degradation in Amazonia and their spatio-temporal dynamics are highly influenced by annual deforestation patterns.,Carbon emissions from deforestation and forest fragmentation in the Brazilian Amazon,2011.0,,66,"Physics, Environmental Science, Environmental Science",1,,,False
s0147_01279,"Using our approach, we were able to demonstrate that the current rapid population growth in Madagascar (+3.39% per year) will significantly increase the intensity of deforestation by 2030 (up to +1.17% per year in densely populated areas).",Forecasting deforestation and carbon emissions in tropical developing countries facing demographic expansion: a case study in Madagascar,2013.0,Ecology and Evolution,77,"Biology, Medicine, Economics, Environmental Science",1,,,False
s0590_05350,"Finally, AmeriFlux data are used at two sites in the Alaskan Arctic to evaluate the regional patterns; observed seasonal NEE was captured within multi-model uncertainty.",Carbon cycle uncertainty in the Alaskan Arctic,2014.0,,120,"Environmental Science, Environmental Science",1,,,False
s0342_03086,The most commonly used are the NOAA Climate Prediction Centre Merged Analysis of Precipitation (CMAP; Xie and Arkin 1997) and the Global Precipitation Climatology Project (GPCP; Adler et al 2003).,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0318_02870,"In this paper, the potential effects of climate change and options for adaptation and mitigations will be considered, followed by an assessment of future research requirements.","Soils and climate change: potential impacts on carbon stocks and greenhouse gas emissions, and future research for Australian agriculture",2012.0,Crop and Pasture Science,103,"Biology, Environmental Science, Agricultural and Food Sciences",1,,,False
s0142_01230,Mangroves have among the highest carbon densities of any tropical forest.,Future carbon emissions from global mangrove forest loss,2020.0,bioRxiv,172,"Biology, Environmental Science, Medicine, Environmental Science, Economics",1,,,False
s0290_02593,"Economic policy and land use decisions influence the susceptibility of an area to climate extremes, the probability of burning, and future decision making.",Flammable futures—storylines of climatic impacts on wildfire events and palm oil plantations in Indonesia,2024.0,Environmental Research Letters,4,"Physics, Environmental Science, Economics",1,,,False
s0127_01089,The changes in the carbon budget of Amazonia during 20192020 were mainly because of western Amazonia becoming a carbon source.,Increased Amazon carbon emissions mainly from decline in law enforcement,2023.0,Nature,70,"Medicine, Environmental Science, Law",1,,,False
s0402_03727,"The findings revealed that climate change education has been highlighted within individual policies pertaining to formal and informal education, research and development, and public awareness initiatives.",Policies and practices of climate change education in South Asia: towards a support framework for an impactful climate change adaptation,2022.0,Climate Action,31,"Environmental Science, Education, Political Science",1,,,False
